jogador,nacao_codigo,posicao_original,posicao_principal,clube,liga,idade,jogos,minutos,noventas,Gls,Ast,G+A,Sh,SoT,SoT%,Crs,TklW,Int,GA90,Saves,Save%,CS%,gols_p90,assistencias_p90,participacoes_gol_p90,finalizacoes_p90,finalizacoes_gol_p90,cruzamentos_p90,desarmes_vencidos_p90,interceptacoes_p90,save_pct,clean_sheet_pct,score_ataque,score_meio,score_defesa,score_goleiro,indice_desempenho,incerteza_modelo,penalidade_baixa_amostra
José María Giménez,URU,DF,DF,Atlético Madrid,es La Liga,31.0,15,1159,12.9,0,1,1,13,3,23.1,0,12,15,,,,,0.0,0.07751937984496124,0.07751937984496124,1.0077519379844961,0.23255813953488372,0.0,0.9302325581395349,1.1627906976744187,0.0,0.0,0.07240182593118266,0.11426186609945801,0.30804458226851933,0.1490215648868869,30.80445822685193,5.507823438115835,1.0
Conor Bradley,NIR,DF,DF,Liverpool,eng Premier League,22.0,15,929,10.3,0,1,1,6,0,0.0,23,15,12,,,,,0.0,0.0970873786407767,0.0970873786407767,0.5825242718446602,0.0,2.233009708737864,1.4563106796116503,1.1650485436893203,0.0,0.0,0.07647719162044242,0.144968510078605,0.30803420450557245,0.14627820469938463,30.803420450557244,6.214536003756387,1.0
Alejandro Balde,ESP,DF,DF,Barcelona,es La Liga,22.0,24,1653,18.4,0,2,2,8,1,12.5,23,19,6,,,,,0.0,0.10869565217391305,0.10869565217391305,0.4347826086956522,0.05434782608695653,1.25,1.032608695652174,0.32608695652173914,0.0,0.0,0.08146748093417491,0.12762089245329603,0.307922075299015,0.16331323686027235,30.7922075299015,4.51631397093835,1.0
Axel Tuanzebe,COD,DF,DF,Burnley,eng Premier League,28.0,11,931,10.3,1,0,1,2,1,50.0,1,6,9,,,,,0.0970873786407767,0.0,0.0970873786407767,0.1941747572815534,0.0970873786407767,0.0970873786407767,0.5825242718446602,0.8737864077669902,0.0,0.0,0.11691390435304644,0.08984421335530245,0.30771548746344873,0.13993126726090468,30.771548746344873,6.2134692865234555,1.0
Hiroki Ito,JPN,DF,DF,Bayern Munich,de Bundesliga,26.0,15,837,9.3,1,2,3,10,3,30.0,7,2,11,,,,,0.1075268817204301,0.2150537634408602,0.3225806451612903,1.075268817204301,0.3225806451612903,0.7526881720430108,0.2150537634408602,1.182795698924731,0.0,0.0,0.12687333136700338,0.13501868316078347,0.3188496105581426,0.1449850905896377,30.748742895013393,6.560100514554037,0.9643650760992956
Max Kilman,ENG,DF,DF,West Ham United,eng Premier League,28.0,21,1561,17.3,0,0,0,7,1,14.3,2,8,6,,,,,0.0,0.0,0.0,0.40462427745664736,0.057803468208092484,0.11560693641618497,0.4624277456647399,0.3468208092485549,0.0,0.0,0.05612184688852111,0.08366663721295428,0.3069758534943615,0.15977064166596344,30.697585349436153,4.676083378375842,1.0
Ibrahima Sissoko,MLI,"MF,DF",DF,Nantes,fr Ligue 1,28.0,13,803,8.9,0,0,0,6,0,0.0,6,7,16,,,,,0.0,0.0,0.0,0.6741573033707865,0.0,0.6741573033707865,0.7865168539325842,1.797752808988764,0.0,0.0,0.05162423096049098,0.10508698959526139,0.32498419435473735,0.14151252844841203,30.69719955451227,6.711848498285772,0.9445751543536502
Aaron Zehnter,GER,"DF,MF",DF,Wolfsburg,de Bundesliga,21.0,20,1456,16.2,2,0,2,11,5,45.5,36,10,16,,,,,0.1234567901234568,0.0,0.1234567901234568,0.6790123456790124,0.308641975308642,2.2222222222222223,0.617283950617284,0.9876543209876544,0.0,0.0,0.10151404630542371,0.10814218519735506,0.3066032881994427,0.15787613550407067,30.660328819944272,4.85515015192195,1.0
Axel Disasi,FRA,DF,DF,West Ham United,eng Premier League,28.0,11,990,11.0,0,0,0,5,3,60.0,0,8,7,,,,,0.0,0.0,0.0,0.45454545454545453,0.2727272727272727,0.0,0.7272727272727273,0.6363636363636364,0.0,0.0,0.056293132790635775,0.08578478311478709,0.3065675015162908,0.1406932548353708,30.65675015162908,6.001601410296755,1.0
Marco Silvestri,ITA,GK,GK,Cremonese,it Serie A,35.0,4,360,4.0,0,0,0,0,0,,0,0,0,1.75,15.0,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682,0.0,0.043862425404107765,0.058483233872143686,0.18209017409475842,0.4846722226891196,30.653362846279137,10.075838306392816,0.6324555320336759
Marc Pubill,ESP,DF,DF,Atlético Madrid,es La Liga,22.0,15,1066,11.8,0,1,1,8,2,25.0,4,9,16,,,,,0.0,0.0847457627118644,0.0847457627118644,0.6779661016949152,0.1694915254237288,0.3389830508474576,0.7627118644067796,1.3559322033898304,0.0,0.0,0.07300785959518483,0.11738147757700726,0.30635360624322894,0.14798414584793462,30.635360624322892,5.7777083698228235,1.0
Calvin Verdonk,IDN,DF,DF,Lille,fr Ligue 1,29.0,16,743,8.3,0,0,0,3,1,33.3,27,9,15,,,,,0.0,0.0,0.0,0.36144578313253006,0.12048192771084336,3.2530120481927707,1.0843373493975903,1.8072289156626504,0.0,0.0,0.06009217075405185,0.11915903891704904,0.33637024420675504,0.14485125957325667,30.56262992291767,6.96463805983388,0.9086008780292674
Valentino Livramento,ENG,DF,DF,Newcastle United,eng Premier League,23.0,17,1328,14.8,0,1,1,3,0,0.0,36,14,2,,,,,0.0,0.06756756756756756,0.06756756756756756,0.2027027027027027,0.0,2.4324324324324325,0.9459459459459459,0.13513513513513511,0.0,0.0,0.07370502591486855,0.12061571022883374,0.3047264329969518,0.15331942856357328,30.47264329969518,5.107551152208099,1.0
Marc-Oliver Kempf,GER,DF,DF,Como,it Serie A,31.0,31,2065,22.9,4,0,4,18,6,33.3,0,8,11,,,,,0.17467248908296945,0.0,0.17467248908296945,0.7860262008733625,0.26200873362445415,0.0,0.3493449781659389,0.48034934497816595,0.0,0.0,0.10872500610072966,0.09807875631480112,0.30431328329711327,0.1715435054485272,30.431328329711327,3.97104471792103,1.0
Pau Cubarsí,ESP,DF,DF,Barcelona,es La Liga,19.0,29,2552,28.4,1,0,1,10,2,20.0,0,26,28,,,,,0.035211267605633804,0.0,0.035211267605633804,0.35211267605633806,0.07042253521126761,0.0,0.9154929577464789,0.9859154929577465,0.0,0.0,0.07477051746992541,0.10248745052328082,0.3038111246215541,0.17274111720380464,30.381112462155407,3.4821405259561855,1.0
Amir Rrahmani,KVX,DF,DF,Napoli,it Serie A,32.0,18,1525,16.9,1,1,2,10,1,10.0,1,12,18,,,,,0.0591715976331361,0.0591715976331361,0.1183431952662722,0.591715976331361,0.0591715976331361,0.0591715976331361,0.7100591715976332,1.0650887573964498,0.0,0.0,0.08629567769748984,0.1135092928142731,0.30361384984356193,0.1562331803062468,30.361384984356192,4.738576616560906,1.0
Warren Zaïre-Emery,FRA,"DF,MF",DF,Paris Saint-Germain,fr Ligue 1,20.0,31,2390,26.6,3,4,7,19,7,36.8,15,29,11,,,,,0.11278195488721804,0.15037593984962405,0.2631578947368421,0.7142857142857143,0.2631578947368421,0.5639097744360902,1.0902255639097744,0.41353383458646614,0.0,0.0,0.12680133731289978,0.1371837379710844,0.3035045921321659,0.17335714542888558,30.350459213216592,3.6271040074322047,1.0
Christian Günter,GER,DF,DF,Freiburg,de Bundesliga,33.0,24,1547,17.2,0,3,3,9,0,0.0,73,12,10,,,,,0.0,0.1744186046511628,0.1744186046511628,0.5232558139534884,0.0,4.244186046511628,0.6976744186046512,0.5813953488372093,0.0,0.0,0.10125642733931059,0.14956929329995935,0.3033997878292872,0.16249102811071478,30.33997878292872,4.693116083372951,1.0
Vitor Reis,BRA,DF,DF,Girona,es La Liga,20.0,32,2778,30.9,1,1,2,16,3,18.8,0,29,30,,,,,0.03236245954692557,0.03236245954692557,0.06472491909385114,0.5177993527508091,0.0970873786407767,0.0,0.9385113268608415,0.970873786407767,0.0,0.0,0.07800925717468776,0.11312129651339167,0.3033652146409266,0.17590569066204934,30.33652146409266,3.3005042095973596,1.0
Oliver Scarles,ENG,"DF,MF",DF,West Ham United,eng Premier League,20.0,13,659,7.3,0,0,0,3,0,0.0,35,19,13,,,,,0.0,0.0,0.0,0.4109589041095891,0.0,4.794520547945206,2.6027397260273974,1.7808219178082192,0.0,0.0,0.06114186409560824,0.1499547533451337,0.354419024789139,0.13906252480883227,30.32763040571478,7.43833382726149,0.8556998435328957
Ignace Van Der Brempt,BEL,"DF,MF",DF,Como,it Serie A,24.0,17,836,9.3,0,1,1,2,0,0.0,10,9,8,,,,,0.0,0.1075268817204301,0.1075268817204301,0.2150537634408602,0.0,1.075268817204301,0.9677419354838709,0.8602150537634408,0.0,0.0,0.0747139001790432,0.12661972831518783,0.31458667894162423,0.14757975486230346,30.31951239758303,6.56069341812414,0.9637888196533974
Enzo Ebosse,CMR,DF,DF,Torino,it Serie A,27.0,11,935,10.4,0,1,1,0,0,,4,6,8,,,,,0.0,0.09615384615384615,0.09615384615384615,0.0,0.0,0.3846153846153846,0.5769230769230769,0.7692307692307692,0.0,0.0,0.07140746605046021,0.11063730516129738,0.30297849735800136,0.13998443186903312,30.297849735800135,6.184313183064896,1.0
César Azpilicueta,ESP,DF,DF,Sevilla,es La Liga,36.0,15,1033,11.5,0,1,1,1,0,0.0,11,17,22,,,,,0.0,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.0,0.9565217391304348,1.4782608695652173,1.9130434782608696,0.0,0.0,0.07181635646453308,0.13415127721841127,0.302946054352201,0.14759414779467855,30.294605435220102,5.861216125873125,1.0
Thibault De Smet,BEL,DF,DF,Paris FC,fr Ligue 1,27.0,17,1144,12.7,0,1,1,4,0,0.0,26,11,10,,,,,0.0,0.07874015748031496,0.07874015748031496,0.31496062992125984,0.0,2.047244094488189,0.8661417322834646,0.7874015748031497,0.0,0.0,0.0738247510673287,0.12411979057446104,0.30275413991620853,0.151469480049023,30.27541399162085,5.553593687996607,1.0
Denis Vavro,SVK,DF,DF,Wolfsburg,de Bundesliga,30.0,15,996,11.1,1,0,1,10,4,40.0,4,5,12,,,,,0.0900900900900901,0.0,0.0900900900900901,0.9009009009009009,0.3603603603603604,0.3603603603603604,0.45045045045045046,1.0810810810810811,0.0,0.0,0.08184942229892854,0.09433776827044327,0.3026041633917016,0.14714179353294612,30.26041633917016,5.974101901455104,1.0
Renato Veiga,POR,DF,DF,Villarreal,es La Liga,22.0,30,2301,25.6,0,0,0,9,3,33.3,2,7,26,,,,,0.0,0.0,0.0,0.3515625,0.1171875,0.078125,0.2734375,1.015625,0.0,0.0,0.05997936170361266,0.09203845449370578,0.30216452436407487,0.17218285020937923,30.216452436407486,3.713452143004138,1.0
David Møller Wolfe,NOR,"MF,DF",DF,Wolves,eng Premier League,24.0,19,847,9.4,0,2,2,3,0,0.0,27,5,6,,,,,0.0,0.2127659574468085,0.2127659574468085,0.3191489361702127,0.0,2.872340425531915,0.5319148936170213,0.6382978723404255,0.0,0.0,0.1008616343022829,0.14207083155198005,0.31144376168156346,0.15007610352096834,30.21343382903576,6.522730228818148,0.9701088140570165
Leandro Cabrera,URU,DF,DF,Espanyol,es La Liga,34.0,33,2970,33.0,3,0,3,36,10,27.8,19,22,21,,,,,0.09090909090909091,0.0,0.09090909090909091,1.0909090909090908,0.30303030303030304,0.5757575757575758,0.6666666666666666,0.6363636363636364,0.0,0.0,0.0876426866893851,0.10299159572052694,0.3021075002254268,0.17739642608794992,30.210750022542683,3.1626058999640936,1.0
Frederic Guilbert,FRA,"DF,MF",DF,Nantes,fr Ligue 1,31.0,8,607,6.7,0,0,0,7,2,28.6,17,12,19,,,,,0.0,0.0,0.0,1.044776119402985,0.29850746268656714,2.5373134328358207,1.791044776119403,2.835820895522388,0.0,0.0,0.05988453093965654,0.14425731820146576,0.36772879927995594,0.1282549587586086,30.19956827886158,7.77099151977167,0.8212456663169946
Nicolò Savona,ITA,DF,DF,Nottingham Forest,eng Premier League,23.0,14,1028,11.4,2,0,2,5,3,60.0,27,12,5,,,,,0.17543859649122806,0.0,0.17543859649122806,0.43859649122807015,0.2631578947368421,2.3684210526315788,1.0526315789473684,0.43859649122807015,0.0,0.0,0.12798009937797306,0.11099100969694653,0.3019422573681293,0.14610412060890904,30.19422573681293,5.88685257287924,1.0
Bashir Humphreys,ENG,"DF,MF",DF,Burnley,eng Premier League,23.0,18,1479,16.4,0,0,0,9,3,33.3,16,17,10,,,,,0.0,0.0,0.0,0.5487804878048781,0.1829268292682927,0.9756097560975611,1.0365853658536586,0.6097560975609757,0.0,0.0,0.060265756225582584,0.10127575084820224,0.3018774191041702,0.1558532170570577,30.18774191041702,4.820020032756944,1.0
Louis Leroux,FRA,"MF,DF",DF,Nantes,fr Ligue 1,20.0,23,1441,16.0,1,1,2,15,3,20.0,30,23,5,,,,,0.0625,0.0625,0.125,0.9375,0.1875,1.875,1.4375,0.3125,0.0,0.0,0.09117770788074067,0.12573694384098755,0.30168491982558504,0.16070606243455532,30.168491982558503,4.888152807950622,1.0
Thomas Meunier,BEL,DF,DF,Lille,fr Ligue 1,34.0,24,1819,20.2,2,2,4,17,4,23.5,50,17,16,,,,,0.09900990099009901,0.09900990099009901,0.19801980198019803,0.8415841584158417,0.19801980198019803,2.4752475247524752,0.8415841584158417,0.7920792079207921,0.0,0.0,0.11233416673947229,0.13217272836990146,0.3015222949163174,0.16450050269877559,30.152229491631736,4.277499135726672,1.0
Abdulai Juma Bah,SLE,DF,DF,Nice,fr Ligue 1,20.0,25,1868,20.8,0,0,0,7,2,28.6,0,18,30,,,,,0.0,0.0,0.0,0.3365384615384615,0.09615384615384615,0.0,0.8653846153846153,1.4423076923076923,0.0,0.0,0.057840374250136696,0.10231280669248996,0.3012560496591634,0.16569923970660128,30.12560496591634,4.206120752257133,1.0
Marc Bartra,ESP,DF,DF,Real Betis,es La Liga,35.0,25,1978,22.0,1,0,1,16,5,31.3,2,18,29,,,,,0.045454545454545456,0.0,0.045454545454545456,0.7272727272727273,0.22727272727272727,0.09090909090909091,0.8181818181818182,1.3181818181818181,0.0,0.0,0.07341435017918937,0.10483529518841411,0.3012333099576021,0.16640916850832466,30.123330995760213,4.068575407707554,1.0
Jon Martin,ESP,DF,DF,Real Sociedad,es La Liga,20.0,22,1980,22.0,1,0,1,14,4,28.6,0,15,34,,,,,0.045454545454545456,0.0,0.045454545454545456,0.6363636363636364,0.18181818181818182,0.0,0.6818181818181818,1.5454545454545454,0.0,0.0,0.07336126770529826,0.10457259936464011,0.30122130677946174,0.1637054495149335,30.122130677946174,4.0680738352598915,1.0
Luca Netz,GER,"MF,DF",DF,Gladbach,de Bundesliga,22.0,15,940,10.4,0,2,2,2,0,0.0,26,10,7,,,,,0.0,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.0,2.5,0.9615384615384615,0.673076923076923,0.0,0.0,0.09651125091521445,0.1404979072031919,0.3010778590517094,0.14642417440608915,30.107785905170942,6.1816676963547845,1.0
Tom Bischof,GER,"DF,MF",DF,Bayern Munich,de Bundesliga,20.0,24,1122,12.5,2,3,5,27,7,25.9,24,13,11,,,,,0.16,0.24,0.4,2.16,0.56,1.92,1.04,0.88,0.0,0.0,0.1460354165171161,0.16079388868948813,0.3009716166029294,0.15850665606855596,30.097161660292944,5.603474390068736,1.0
Djené,TOG,"DF,MF",DF,Getafe,es La Liga,34.0,31,2380,26.4,0,0,0,4,0,0.0,9,22,34,,,,,0.0,0.0,0.0,0.15151515151515152,0.0,0.34090909090909094,0.8333333333333334,1.2878787878787878,0.0,0.0,0.058822068428061036,0.10971730335862685,0.3004985880554753,0.17330511720090763,30.04985880554753,3.6423800807955113,1.0
Alessio Castro-Montes,BEL,"MF,DF",DF,Köln,de Bundesliga,28.0,12,584,6.5,1,3,4,7,1,14.3,48,16,4,,,,,0.15384615384615385,0.46153846153846156,0.6153846153846154,1.0769230769230769,0.15384615384615385,7.384615384615385,2.4615384615384617,0.6153846153846154,0.0,0.0,0.19930415031518833,0.25127732862537927,0.3724225965618434,0.1359231945221881,29.999995705748113,7.896314433705664,0.8055363982396381
Lamare Bogarde,NED,"MF,DF",DF,Aston Villa,eng Premier League,22.0,26,970,10.8,0,0,0,0,0,,2,18,3,,,,,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,1.6666666666666665,0.27777777777777773,0.0,0.0,0.051726011585986394,0.1055318014562123,0.29923452623298524,0.15840634353772676,29.923452623298523,6.061746613352157,1.0
Marcos Alonso,ESP,DF,DF,Celta Vigo,es La Liga,35.0,28,2408,26.8,1,0,1,22,3,13.6,17,21,29,,,,,0.03731343283582089,0.0,0.03731343283582089,0.8208955223880596,0.11194029850746269,0.6343283582089552,0.7835820895522387,1.0820895522388059,0.0,0.0,0.06707965933427368,0.10830355904602992,0.2991853871235123,0.17126930733164397,29.91853871235123,3.6103328521732223,1.0
Honest Ahanor,ITA,DF,DF,Atalanta,it Serie A,18.0,19,1169,13.0,0,0,0,12,3,25.0,2,17,20,,,,,0.0,0.0,0.0,0.9230769230769231,0.23076923076923078,0.15384615384615385,1.3076923076923077,1.5384615384615385,0.0,0.0,0.05718490198414012,0.11816106589338342,0.2984456730064814,0.1540718751711268,29.84456730064814,5.484248471357892,1.0
Clément Lenglet,FRA,DF,DF,Atlético Madrid,es La Liga,30.0,16,1264,14.0,0,1,1,4,0,0.0,2,8,19,,,,,0.0,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,1.3571428571428572,0.0,0.0,0.06801180381509606,0.10965065905504871,0.297613069816781,0.15144039748241717,29.7613069816781,5.263883687385489,1.0
Christopher Trimmel,AUT,"MF,DF",DF,Union Berlin,de Bundesliga,39.0,27,1717,19.1,0,3,3,4,0,0.0,161,22,8,,,,,0.0,0.15706806282722513,0.15706806282722513,0.20942408376963348,0.0,8.429319371727749,1.1518324607329842,0.41884816753926696,0.0,0.0,0.1096880695325444,0.17669869422256645,0.2975888775524901,0.16629532221338472,29.75888775524901,4.419849800928418,1.0
Michel Mboula,GAB,"DF,MF",DF,Metz,fr Ligue 1,23.0,13,740,8.2,0,0,0,2,1,50.0,8,10,15,,,,,0.0,0.0,0.0,0.24390243902439027,0.12195121951219513,0.9756097560975611,1.2195121951219514,1.829268292682927,0.0,0.0,0.054015450842314,0.11416152253229943,0.3281250196136589,0.14049956965396554,29.753218516356135,7.004625803603915,0.9067647005823629
Andreas Hanche-Olsen,NOR,DF,DF,Mainz 05,de Bundesliga,29.0,13,851,9.5,0,1,1,6,3,50.0,0,5,13,,,,,0.0,0.10526315789473684,0.10526315789473684,0.631578947368421,0.3157894736842105,0.0,0.5263157894736842,1.368421052631579,0.0,0.0,0.07720575597551303,0.112695393932263,0.30584528774840614,0.14223237745334233,29.740298207474773,6.489411990410092,0.9723968097209881
Ben White,ENG,DF,DF,Arsenal,eng Premier League,28.0,11,675,7.5,0,1,1,5,1,20.0,15,9,9,,,,,0.0,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.13333333333333333,2.0,1.2,1.2,0.0,0.0,0.08320155476232885,0.1356465174608829,0.3432007300549712,0.135944665192233,29.722055082497057,7.337011483684513,0.8660254037844386
Pedro Bigas,ESP,DF,DF,Elche,es La Liga,35.0,25,1793,19.9,1,2,3,10,3,30.0,22,18,27,,,,,0.05025125628140704,0.10050251256281408,0.15075376884422112,0.5025125628140704,0.15075376884422112,1.105527638190955,0.9045226130653267,1.35678391959799,0.0,0.0,0.09900388212280972,0.13450657203197636,0.29689755448167576,0.16519081824025575,29.689755448167578,4.314719080989306,1.0
Tosin Adarabioyo,ENG,DF,DF,Chelsea,eng Premier League,28.0,16,795,8.8,0,0,0,2,0,0.0,0,6,9,,,,,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.6818181818181818,1.0227272727272727,0.0,0.0,0.04975199402865206,0.08474508294729366,0.3153569903421901,0.14568992085421686,29.639083605821504,6.750999160259041,0.939858145324779
Raúl Asencio,ESP,DF,DF,Real Madrid,es La Liga,23.0,20,1438,16.0,2,0,2,14,4,28.6,1,11,8,,,,,0.125,0.0,0.125,0.875,0.25,0.0625,0.6875,0.5,0.0,0.0,0.09082886253163514,0.09959126115329128,0.2962393813496574,0.15772181686874404,29.623938134965737,4.889186942335436,1.0
Victor Parada,ESP,DF,DF,Alavés,es La Liga,24.0,26,1855,20.6,0,3,3,10,2,20.0,31,11,8,,,,,0.0,0.14563106796116504,0.14563106796116504,0.48543689320388345,0.0970873786407767,1.5048543689320388,0.5339805825242718,0.3883495145631068,0.0,0.0,0.0912356098510885,0.12765610979066383,0.2961920838164097,0.16644873003453983,29.61920838164097,4.228699421581059,1.0
Chancel Mbemba,COD,DF,DF,Lille,fr Ligue 1,31.0,13,954,10.6,0,0,0,7,3,42.9,0,8,13,,,,,0.0,0.0,0.0,0.6603773584905661,0.2830188679245283,0.0,0.7547169811320755,1.2264150943396226,0.0,0.0,0.0562027687573421,0.09399362878337436,0.29579826333408327,0.1436491134204093,29.579826333408327,6.121427442525521,1.0
Nemanja Gudelj,SRB,"DF,MF",DF,Sevilla,es La Liga,34.0,30,2195,24.4,2,0,2,25,7,28.0,6,23,20,,,,,0.0819672131147541,0.0,0.0819672131147541,1.0245901639344264,0.2868852459016394,0.24590163934426232,0.9426229508196722,0.819672131147541,0.0,0.0,0.08293348310157735,0.10411896107532717,0.2956743866450362,0.1715976483954224,29.56743866450362,3.823291333678107,1.0
Nícolas Andrade,BRA,GK,GK,Pisa,it Serie A,38.0,6,540,6.0,0,0,0,0,0,,0,0,0,2.33,12.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.0,0.04687559083552899,0.14250078778070532,0.18554399780550385,0.3813734032053962,29.541056786018917,8.223429839314269,0.7745966692414834
Lewis Dunk,ENG,DF,DF,Brighton,eng Premier League,34.0,30,2568,28.5,0,0,0,19,2,10.5,5,21,29,,,,,0.0,0.0,0.0,0.6666666666666666,0.07017543859649122,0.17543859649122806,0.7368421052631579,1.0175438596491229,0.0,0.0,0.060210017615811004,0.10028782075870318,0.29516084232489603,0.1735451336985207,29.516084232489604,3.4731073574431504,1.0
Ismaël Doukouré,FRA,"DF,MF",DF,Strasbourg,fr Ligue 1,22.0,23,1892,21.0,0,2,2,7,3,42.9,3,10,22,,,,,0.0,0.09523809523809523,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.47619047619047616,1.0476190476190477,0.0,0.0,0.07839511727062884,0.11636809286877496,0.29487385202711075,0.16408428443357526,29.487385202711074,4.180945952237686,1.0
Jorrel Hato,NED,DF,DF,Chelsea,eng Premier League,20.0,19,917,10.2,0,0,0,4,0,0.0,7,17,11,,,,,0.0,0.0,0.0,0.3921568627450981,0.0,0.6862745098039216,1.6666666666666667,1.0784313725490198,0.0,0.0,0.052644180757260496,0.10422274209900528,0.29480426737175697,0.1510607351340365,29.480426737175698,6.248410926580788,1.0
Andrew Omobamidele,IRL,DF,DF,Strasbourg,fr Ligue 1,23.0,23,1177,13.1,1,0,1,3,2,66.7,0,4,14,,,,,0.07633587786259542,0.0,0.07633587786259542,0.22900763358778625,0.15267175572519084,0.0,0.3053435114503817,1.0687022900763359,0.0,0.0,0.0994120129994383,0.09328217509339864,0.29463235945237753,0.15819580760693935,29.463235945237752,5.461773677015097,1.0
Stefano Sabelli,ITA,"MF,DF",DF,Genoa,it Serie A,33.0,15,854,9.5,0,0,0,5,0,0.0,25,14,3,,,,,0.0,0.0,0.0,0.5263157894736842,0.0,2.6315789473684212,1.4736842105263157,0.3157894736842105,0.0,0.0,0.05730211193390946,0.11967766971304887,0.30231633021628035,0.1452344038591998,29.44891426826858,6.487666622423429,0.9741092797468305
Leonardo Spinazzola,ITA,"MF,DF",DF,Napoli,it Serie A,33.0,30,1816,20.2,3,3,6,21,7,33.3,70,9,4,,,,,0.1485148514851485,0.1485148514851485,0.297029702970297,1.0396039603960396,0.34653465346534656,3.4653465346534653,0.44554455445544555,0.19801980198019803,0.0,0.0,0.13676412333358884,0.14156228545688634,0.2944694492583059,0.16924582270048366,29.446944925830593,4.2783183110803975,1.0
Luka Vušković,CRO,DF,DF,Hamburger SV,de Bundesliga,19.0,26,2263,25.1,5,0,5,29,8,27.6,2,17,31,,,,,0.199203187250996,0.0,0.199203187250996,1.1553784860557768,0.3187250996015936,0.0796812749003984,0.6772908366533864,1.2350597609561753,0.0,0.0,0.10617246862072018,0.11592008653634758,0.29437387784764624,0.16891549360192862,29.437387784764624,3.7569765639835175,1.0
Diego Carlos,BRA,DF,DF,Como,it Serie A,33.0,25,1850,20.6,1,0,1,8,2,25.0,1,17,20,,,,,0.04854368932038835,0.0,0.04854368932038835,0.3883495145631068,0.0970873786407767,0.04854368932038835,0.8252427184466019,0.9708737864077669,0.0,0.0,0.07790483756414442,0.09937689237247305,0.2931794712880101,0.16557910408813353,29.31794712880101,4.230038933267298,1.0
Soumaïla Coulibaly,FRA,DF,DF,Brest,fr Ligue 1,22.0,16,1338,14.9,0,0,0,6,2,33.3,1,12,13,,,,,0.0,0.0,0.0,0.40268456375838924,0.1342281879194631,0.06711409395973154,0.8053691275167785,0.87248322147651,0.0,0.0,0.05622080405022969,0.10103116900955308,0.292644128464574,0.15214614039055244,29.2644128464574,5.088101457993997,1.0
Riyad Idrissi,ITA,"MF,DF",DF,Cagliari,it Serie A,20.0,23,783,8.7,2,0,2,6,6,100.0,23,15,9,,,,,0.2298850574712644,0.0,0.2298850574712644,0.6896551724137931,0.6896551724137931,2.6436781609195403,1.7241379310344829,1.0344827586206897,0.0,0.0,0.13520590216466585,0.1282541019922237,0.3135741836065842,0.15314130322704872,29.248252717614793,6.79331470883818,0.9327379053088815
Marquinhos,BRA,DF,DF,Paris Saint-Germain,fr Ligue 1,31.0,12,872,9.7,0,0,0,2,0,0.0,2,9,6,,,,,0.0,0.0,0.0,0.2061855670103093,0.0,0.2061855670103093,0.9278350515463918,0.6185567010309279,0.0,0.0,0.05098957582860617,0.08663444016551843,0.29699637317413474,0.14089277982365073,29.233992662980995,6.416801848283953,0.9843215373488934
Virgil van Dijk,NED,DF,DF,Liverpool,eng Premier League,34.0,35,3150,35.0,4,0,4,25,12,48.0,1,15,20,,,,,0.11428571428571428,0.0,0.11428571428571428,0.7142857142857143,0.34285714285714286,0.02857142857142857,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0987047619047619,0.09925714285714285,0.2922318910276632,0.17939297486454242,29.223189102766323,3.04255531702266,1.0
Cristhian Mosquera,ESP,DF,DF,Arsenal,eng Premier League,21.0,17,769,8.5,0,0,0,1,0,0.0,1,19,8,,,,,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,2.235294117647059,0.9411764705882353,0.0,0.0,0.04981836970710698,0.10671207464215571,0.31568388845351386,0.14654401762553576,29.180607735465806,6.873639450669591,0.9243616415908031
Abdoul Ouattara,FRA,"MF,DF",DF,Strasbourg,fr Ligue 1,20.0,25,1498,16.6,2,0,2,25,10,40.0,16,12,13,,,,,0.12048192771084336,0.0,0.12048192771084336,1.506024096385542,0.6024096385542168,0.9638554216867469,0.7228915662650601,0.7831325301204819,0.0,0.0,0.09322951162496398,0.10430869287612336,0.29176237634143914,0.16296066370120327,29.176237634143913,4.786828948655765,1.0
Ifechukwu Ogbus,SUI,DF,DF,Freiburg,de Bundesliga,20.0,16,1091,12.1,0,0,0,5,2,40.0,3,14,11,,,,,0.0,0.0,0.0,0.4132231404958678,0.1652892561983471,0.24793388429752067,1.15702479338843,0.9090909090909092,0.0,0.0,0.055743279987262445,0.10055026863315433,0.29139027239585813,0.1496147913912948,29.139027239585815,5.700841747791367,1.0
